trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1732828080_H..N21R,126800_H..N21R,H,0,1732828080,1H 2108 RPK/BCR,1732856880,1732856895,33,-1,32
1732828500_FS.S01R,127500_FS.S01R,FS,1,1732828500,1FS 2115 FKN/PPK,1732857121,1732857136,49,-1,48
1732828770_FS.N01R,127950_FS.N01R,FS,0,1732828770,1FS 2119+ PPK/FKN,1732857121,1732857136,49,-1,48
1732829400_FS.S01R,129000_FS.S01R,FS,1,1732829400,1FS 2130 FKN/PPK,1732857136,1732857151,50,-1,49
1732829580_H..N21R,129300_H..N21R,H,0,1732829580,1H 2133 RPK/BCR,1732858367,1732858382,132,-1,131
1732829670_FS.N01R,129450_FS.N01R,FS,0,1732829670,1FS 2134+ PPK/FKN,1732857136,1732857151,50,-1,49
1732830780_H..N21R,131300_H..N21R,H,0,1732830780,1H 2153 RPK/BCR,1732859568,1732859583,212,-1,211
1732831860_H..N21R,133100_H..N21R,H,0,1732831860,1H 2211 RPK/BCR,1732860649,1732860664,284,-1,283
1732832310_F..N07R,133850_F..N07R,F,0,1732832310,1F 2218+ STL/179,1732856674,1732856680,37,0,0
1732832820_D..N05R,134700_D..N05R,D,0,1732832820,1D 2227 STL/205,1732856554,1732856560,21,0,0
1732832940_H..N21R,134900_H..N21R,H,0,1732832940,1H 2229 RPK/BCR,1732861730,1732861745,356,-1,355
1732833000_A..N09R,135000_A..N09R,A,0,1732833000,1A 2230 FAR/207,1732857436,1732857451,70,0,0
1732833150_F..S07R,135250_F..S07R,F,1,1732833150,1F 2232+ 179/STL,1732856965,1732856974,76,0,0
1732833210_D..S07R,135350_D..S07R,D,1,1732833210,1D 2233+ BPK/STL,1732856935,1732856944,72,0,0
1732833240_F..N07R,135400_F..N07R,F,0,1732833240,1F 2234 STL/179,1732857070,1732857079,90,0,0
1732833480_A..N04R,135800_A..N04R,A,0,1732833480,1A 2238 LEF/207,1732856715,1732856730,22,0,0
1732833570_R..S71R,135950_R..S71R,R,1,1732833570,1R 2239+ CTL/95S,1732856654,1732856668,25,0,0
1732833600_2..S01R,136000_2..S01R,2,1,1732833600,02 2240  241/FLA,1732857014,1732857023,83,0,0
1732833600_D..N05R,136000_D..N05R,D,0,1732833600,1D 2240 STL/205,1732857289,1732857295,119,0,0
1732833660_A..S74R,136100_A..S74R,A,1,1732833660,1A 2241 207/FAR,1732858067,1732858082,112,0,0
1732833660_N..N20R,136100_N..N20R,N,0,1732833660,1N 2241 STL/DIT,1732857029,1732857043,75,0,0
1732833840_2..N01R,136400_2..N01R,2,0,1732833840,02 2244  FLA/241,1732856993,1732856999,80,0,0
1732833870_N..S20R,136450_N..S20R,N,1,1732833870,1N 2244+ DIT/STL,1732857329,1732857343,114,0,0
1732833930_D..S07R,136550_D..S07R,D,1,1732833930,1D 2245+ BPK/STL,1732858001,1732858010,214,0,0
1732834080_F..S07R,136800_F..S07R,F,1,1732834080,1F 2248 179/STL,1732857920,1732857926,203,0,0
1732834140_D..N05R,136900_D..N05R,D,0,1732834140,1D 2249 STL/205,1732857731,1732857740,178,0,0
1732834140_F..N07R,136900_F..N07R,F,0,1732834140,1F 2249 STL/179,1732858596,1732858601,293,0,0
1732834140_Q..S16R,136900_Q..S16R,Q,1,1732834140,1Q 2249 962/STL,1732856639,1732856653,23,0,0
1732834320_4..S01R,137200_4..S01R,4,1,1732834320,04 2252  WDL/NLT,1732857179,1732857188,105,0,0
1732834320_Q..N16R,137200_Q..N16R,Q,0,1732834320,1Q 2252 STL/962,1732856413,1732856428,2,0,0
1732834380_H..N21R,137300_H..N21R,H,0,1732834380,1H 2253 RPK/BCR,1732863172,1732863187,452,-1,451
1732834440_N..N20R,137400_N..N20R,N,0,1732834440,1N 2254 STL/DIT,1732857480,1732857494,131,0,0
1732834560_2..N01R,137600_2..N01R,2,0,1732834560,02 2256  FLA/241,1732857974,1732857989,204,0,0
1732834590_2..S01R,137650_2..S01R,2,1,1732834590,02 2256+ 241/FLA,1732858544,1732858559,242,0,0
1732834590_4..N06R,137650_4..N06R,4,0,1732834590,04 2256+ UTI/WDL,1732857209,1732857218,109,0,0
1732834590_N..S20R,137650_N..S20R,N,1,1732834590,1N 2256+ DIT/STL,1732857840,1732857855,159,0,0
1732834650_A..S74R,137750_A..S74R,A,1,1732834650,1A 2257+ 207/FAR,1732859448,1732859463,204,0,0
1732834650_D..S07R,137750_D..S07R,D,1,1732834650,1D 2257+ BPK/STL,1732858376,1732858385,264,0,0
1732834680_E..S04R,137800_E..S04R,E,1,1732834680,1E 2258 P-A/WTC,1732856610,1732856625,15,0,0
1732834770_G..S16R,137950_G..S16R,G,1,1732834770,1G 2259+ CRS/CHU,1732856777,1732856792,27,-1,26
1732834800_A..N09R,138000_A..N09R,A,0,1732834800,1A 2300 FAR/207,1732859388,1732859403,200,0,0
1732834860_Q..S16R,138100_Q..S16R,Q,1,1732834860,1Q 2301 962/STL,1732856624,1732856638,21,0,0
1732834920_J..S12R,138200_J..S12R,J,1,1732834920,1J 2302 P-A/BRD,1732856521,1732856536,9,-1,8
1732834980_D..N05R,138300_D..N05R,D,0,1732834980,1D 2303 STL/205,1732858280,1732858286,251,0,0
1732834980_F..S07R,138300_F..S07R,F,1,1732834980,1F 2303 179/STL,1732859136,1732859141,365,0,0
1732835040_E..N05R,138400_E..N05R,E,0,1732835040,1E 2304 WTC/P-A,1732856640,1732856655,17,0,0
1732835040_F..N07R,138400_F..N07R,F,0,1732835040,1F 2304 STL/179,1732858821,1732858826,323,0,0
1732835160_Q..N19R,138600_Q..N19R,Q,0,1732835160,1Q 2306 STL/962,1732857780,1732857795,155,0,0
1732835280_A..N04R,138800_A..N04R,A,0,1732835280,1A 2308 LEF/207,1732858262,1732858277,125,0,0
1732835310_N..S20R,138850_N..S20R,N,1,1732835310,1N 2308+ DIT/STL,1732858471,1732858486,202,0,0
1732835370_D..S07R,138950_D..S07R,D,1,1732835370,1D 2309+ BPK/STL,1732859136,1732859141,365,0,0
1732835490_A..S05R,139150_A..S05R,A,1,1732835490,1A 2311+ 207/LEF,1732859013,1732859028,175,0,0
1732835580_N..N20R,139300_N..N20R,N,0,1732835580,1N 2313 STL/DIT,1732858831,1732858846,226,0,0
1732835580_Q..S19R,139300_Q..S19R,Q,1,1732835580,1Q 2313 962/STL,1732857645,1732857660,145,0,0
1732835670_G..S16R,139450_G..S16R,G,1,1732835670,1G 2314+ CRS/CHU,1732856882,1732856897,34,-1,33
1732835820_E..S04R,139700_E..S04R,E,1,1732835820,1E 2317 P-A/WTC,1732857706,1732857721,88,0,0
1732835820_J..S12R,139700_J..S12R,J,1,1732835820,1J 2317 P-A/BRD,1732856957,1732856972,38,0,0
1732835850_D..N05R,139750_D..N05R,D,0,1732835850,1D 2317+ STL/205,1732859531,1732859542,418,0,0
1732835970_E..N05R,139950_E..N05R,E,0,1732835970,1E 2319+ WTC/P-A,1732857661,1732857676,85,0,0
1732836000_Q..N19R,140000_Q..N19R,Q,0,1732836000,1Q 2320 STL/962,1732857870,1732857885,161,0,0
1732836030_D..S05R,140050_D..S05R,D,1,1732836030,1D 2320+ BPK/STL,1732860217,1732860221,509,0,0
1732836030_N..S20R,140050_N..S20R,N,1,1732836030,1N 2320+ DIT/STL,1732859281,1732859296,256,0,0
1732836090_F..N07R,140150_F..N07R,F,0,1732836090,1F 2321+ STL/179,1732860337,1732860341,525,0,0
1732836120_J..N12R,140200_J..N12R,J,0,1732836120,1J 2322 BRD/P-A,1732858083,1732858096,173,0,0
1732836180_F..S07R,140300_F..S07R,F,1,1732836180,1F 2323 179/STL,1732860683,1732860686,571,0,0
1732836180_H..N21R,140300_H..N21R,H,0,1732836180,1H 2323 RPK/BCR,1732864974,1732864989,572,-1,571
1732836270_A..S74R,140450_A..S74R,A,1,1732836270,1A 2324+ 207/FAR,1732860529,1732860544,276,0,0
1732836330_R..N27R,140550_R..N27R,R,0,1732836330,1R 2325+ 95S/WHL,1732857313,1732857314,112,-1,111
1732836480_Q..S19R,140800_Q..S19R,Q,1,1732836480,1Q 2328 962/STL,1732858591,1732858606,210,0,0
1732836540_G..N16R,140900_G..N16R,G,0,1732836540,1G 2329 CHU/CRS,1732856462,1732856477,5,0,0
1732836570_FS.N01R,140950_FS.N01R,FS,0,1732836570,1FS 2329+ PPK/FKN,1732857376,1732857391,66,-1,65
1732836570_G..S16R,140950_G..S16R,G,1,1732836570,1G 2329+ CRS/CHU,1732856912,1732856927,36,0,0
1732836600_A..N09R,141000_A..N09R,A,0,1732836600,1A 2330 FAR/207,1732861100,1732861115,314,0,0
1732836600_L..S,141000_L..S,L,1,1732836600,0L 2330 8AV/RPY,1732856701,1732856711,42,0,0
1732836660_SI..N,141100_SI..N,SI,0,1732836660,1SI 2331 TNV/STG,1732857495,1732857510,102,1,1
1732836750_D..N05R,141250_D..N05R,D,0,1732836750,1D 2332+ STL/205,1732860131,1732860142,498,0,0
1732836750_D..S05R,141250_D..S05R,D,1,1732836750,1D 2332+ BPK/STL,1732860731,1732860743,578,0,0
1732836750_L..N,141250_L..N,L,0,1732836750,0L 2332+RPY/8AV,1732856701,1732856711,42,0,0
1732836750_N..S20R,141250_N..S20R,N,1,1732836750,1N 2332+ DIT/STL,1732859702,1732859714,286,0,0
1732836780_J..S12R,141300_J..S12R,J,1,1732836780,1J 2333 P-A/BRD,1732857692,1732857706,121,0,0
1732836780_N..N20R,141300_N..N20R,N,0,1732836780,1N 2333 STL/DIT,1732860479,1732860483,389,0,0
1732836840_E..S04R,141400_E..S04R,E,1,1732836840,1E 2334 P-A/WTC,1732859088,1732859103,180,0,0
1732836870_E..N05R,141450_E..N05R,E,0,1732836870,1E 2334+ WTC/P-A,1732858652,1732858667,151,0,0
1732836930_R..S27R,141550_R..S27R,R,1,1732836930,1R 2335+ WHL/95S,1732856954,1732856968,65,0,0
1732836960_Q..N19R,141600_Q..N19R,Q,0,1732836960,1Q 2336 STL/962,1732859236,1732859251,253,0,0
1732836960_SI..S,141600_SI..S,SI,1,1732836960,1SI 2336 STG/TNV,1732857480,1732857495,101,0,0
1732837020_J..N12R,141700_J..N12R,J,0,1732837020,1J 2337 BRD/P-A,1732858113,1732858126,177,0,0
1732837080_A..N04R,141800_A..N04R,A,0,1732837080,1A 2338 LEF/207,1732860484,1732860499,273,0,0
1732837200_FS.S01R,142000_FS.S01R,FS,1,1732837200,1FS 2340 FKN/PPK,1732857376,1732857391,66,-1,65
1732837200_L..S,142000_L..S,L,1,1732837200,0L 2340 8AV/RPY,1732857271,1732857281,118,0,0
1732837260_A..S74R,142100_A..S74R,A,1,1732837260,1A 2341 207/FAR,1732861655,1732861670,351,0,0
1732837260_H..N21R,142100_H..N21R,H,0,1732837260,1H 2341 RPK/BCR,1732866055,1732866070,644,-1,643
1732837290_F..N07R,142150_F..N07R,F,0,1732837290,1F 2341+ STL/179,1732861043,1732861046,619,0,0
1732837350_L..N,142250_L..N,L,0,1732837350,0L 2342+RPY/8AV,1732857316,1732857326,124,0,0
1732837380_F..S07R,142300_F..S07R,F,1,1732837380,1F 2343 179/STL,1732861512,1732861527,678,0,0
1732837380_Q..S19R,142300_Q..S19R,Q,1,1732837380,1Q 2343 962/STL,1732859402,1732859416,264,0,0
1732837410_R..N27R,142350_R..N27R,R,0,1732837410,1R 2343+ 95S/WHL,1732857313,1732857314,112,0,0
1732837470_D..N05R,142450_D..N05R,D,0,1732837470,1D 2344+ STL/205,1732860791,1732860803,586,0,0
1732837470_G..S16R,142450_G..S16R,G,1,1732837470,1G 2344+ CRS/CHU,1732857617,1732857632,118,0,0
1732837470_H..S21R,142450_H..S21R,H,1,1732837470,1H 2344+ BCR/RPK,1732856655,1732856670,18,-1,17
1732837470_M..S35R,142450_M..S35R,M,1,1732837470,1M 2344+ MYR/MET,1732856845,1732856854,60,-1,59
1732837500_G..N16R,142500_G..N16R,G,0,1732837500,1G 2345 CHU/CRS,1732858292,1732858307,163,0,0
1732837530_D..S05R,142550_D..S05R,D,1,1732837530,1D 2345+ BPK/STL,1732861163,1732861166,635,0,0
1732837710_E..N05R,142850_E..N05R,E,0,1732837710,1E 2348+ WTC/P-A,1732859448,1732859463,204,0,0
1732837710_M..N35R,142850_M..N35R,M,0,1732837710,1M 2348+ MET/MYR,1732856470,1732856479,10,-1,9
1732837800_L..S,143000_L..S,L,1,1732837800,0L 2350 8AV/RPY,1732857841,1732857851,194,0,0
1732837830_J..S12R,143050_J..S12R,J,1,1732837830,1J 2350+ P-A/BRD,1732858969,1732858982,291,0,0
1732837830_N..S20R,143050_N..S20R,N,1,1732837830,1N 2350+ DIT/STL,1732860993,1732861004,458,0,0
1732837920_J..N12R,143200_J..N12R,J,0,1732837920,1J 2352 BRD/P-A,1732859029,1732859042,299,0,0
1732837980_N..N20R,143300_N..N20R,N,0,1732837980,1N 2353 STL/DIT,1732861639,1732861650,544,0,0
1732838040_E..S04R,143400_E..S04R,E,1,1732838040,1E 2354 P-A/WTC,1732859944,1732859959,237,0,0
1732838070_L..N,143450_L..N,L,0,1732838070,0L 2354+RPY/8AV,1732858141,1732858151,234,0,0
1732838100_R..S27R,143500_R..S27R,R,1,1732838100,1R 2355 WHL/95S,1732857990,1732858005,169,0,0
1732838160_Q..N19R,143600_Q..N19R,Q,0,1732838160,1Q 2356 STL/962,1732860708,1732860719,420,1,1
1732838220_A..S74R,143700_A..S74R,A,1,1732838220,1A 2357 207/FAR,1732862496,1732862511,407,0,0
1732838220_Q..S19R,143700_Q..S19R,Q,1,1732838220,1Q 2357 962/STL,1732860167,1732860179,348,0,0
1732838250_D..S05R,143750_D..S05R,D,1,1732838250,1D 2357+ BPK/STL,1732861827,1732861842,701,0,0
1732838340_2..S08R,143900_2..S08R,2,1,1732838340,02 2359  241/FLA,1732862564,1732862579,516,0,0
1732838340_G..S16R,143900_G..S16R,G,1,1732838340,1G 2359 CRS/CHU,1732858683,1732858698,189,0,0
1732838370_M..S35R,143950_M..S35R,M,1,1732838370,1M 2359+ MYR/MET,1732857355,1732857364,128,0,0
1732838400_0,081500_0,6X,0,1732838400,06 1335  BBR/177,1732908649,1732908662,374,0,0
1732838400_FS.S01R,000000_FS.S01R,FS,1,1732838400,1FS 0000 FKN/PPK,1732859268,1732859283,159,0,0
1732838400_L..S,000000_L..S,L,1,1732838400,0L 0000 8AV/RPY,1732858381,1732858391,266,0,0
1732838460_H..N21R,000100_H..N21R,H,0,1732838460,1H 0001 RPK/BCR,1732867256,1732867271,724,0,0
1732838460_SI..N,000100_SI..N,SI,0,1732838460,1SI 0001 TNV/STG,1732859912,1732859927,263,0,0
1732838490_F..N07R,000150_F..N07R,F,0,1732838490,1F 0001+ STL/179,1732862545,1732862547,767,0,0
1732838520_5..S32R,000200_5..S32R,5,1,1732838520,05 0002  DYR/180,1732857479,1732857488,145,0,0
1732838520_A..N09R,000200_A..N09R,A,0,1732838520,1A 0002 FAR/207,1732863517,1732863532,475,0,0
1732838550_3..S42R,000250_3..S42R,3,1,1732838550,03 0002+ 148/TSQ,1732857608,1732857614,162,0,0
1732838550_D..N05R,000250_D..N05R,D,0,1732838550,1D 0002+ STL/205,1732862682,1732862695,792,1,0
1732838580_7..N,000300_7..N,7,0,1732838580,07 0003 34H/MST,1732858739,1732858754,256,0,0
1732838580_F..S07R,000300_F..S07R,F,1,1732838580,1F 0003 179/STL,1732862905,1732862907,821,0,0
1732838640_G..N16R,000400_G..N16R,G,0,1732838640,1G 0004 CHU/CRS,1732858908,1732858923,204,0,0
1732838670_H..S,000450_H..S,H,1,1732838670,EH 0004+ BCH/RPK,1732857316,1732857331,62,0,0
1732838700_M..N35R,000500_M..N35R,M,0,1732838700,1M 0005 MET/MYR,1732857566,1732857575,156,0,0
1732838730_4..S01R,000550_4..S01R,4,1,1732838730,04 0005+ WDL/NLT,1732861904,1732861919,471,0,0
1732838760_D..S05R,000600_D..S05R,D,1,1732838760,1D 0006 205/STL,1732856854,1732856860,61,0,0
1732838760_R..N27R,000600_R..N27R,R,0,1732838760,1R 0006 95S/WHL,1732859717,1732859729,288,0,0
1732838760_SI.S03R,000600_SI.S03R,SI,1,1732838760,1SI 0006 STG/TNV,1732859506,1732859521,236,0,0
1732838790_1..S03R,000650_1..S03R,1,1,1732838790,01 0006+ 242/SFT,1732860329,1732860344,337,0,0
1732838790_L..N,000650_L..N,L,0,1732838790,0L 0006+RPY/8AV,1732858936,1732858946,340,0,0
1732838820_6..S01R,000700_6..S01R,6,1,1732838820,06 0007  PEL/BBR,1732860269,1732860284,360,0,0
1732838820_J..N12R,000700_J..N12R,J,0,1732838820,1J 0007 BRD/P-A,1732859960,1732859972,423,0,0
1732838880_A..N04R,000800_A..N04R,A,0,1732838880,1A 0008 LEF/207,1732861911,1732861926,368,0,0
1732838910_E..N05R,000850_E..N05R,E,0,1732838910,1E 0008+ WTC/P-A,1732860800,1732860814,294,0,0
1732838910_J..S12R,000850_J..S12R,J,1,1732838910,1J 0008+ P-A/BRD,1732860047,1732860050,434,0,0
1732839000_L..S,001000_L..S,L,1,1732839000,0L 0010 8AV/RPY,1732859026,1732859036,352,0,0
1732839030_N..S20R,001050_N..S20R,N,1,1732839030,1N 0010+ DIT/STL,1732862100,1732862104,605,0,0
1732839060_D..S05R,001100_D..S05R,D,1,1732839060,1D 0011 BPK/STL,1732862472,1732862485,703,0,0
1732839060_H..N21R,001100_H..N21R,H,0,1732839060,1H 0011 RPK/BCR,1732867857,1732867872,764,0,0
1732839090_7..S,001150_7..S,7,1,1732839090,07 0011+ MST/34H,1732859174,1732859189,283,0,0
1732839090_A..S74R,001150_A..S74R,A,1,1732839090,1A 0011+ 207/FAR,1732863908,1732863923,501,0,0
1732839180_N..N20R,001300_N..N20R,N,0,1732839180,1N 0013 STL/DIT,1732864221,1732864230,888,0,0
1732839210_E..S04R,001350_E..S04R,E,1,1732839210,1E 0013+ P-A/WTC,1732861445,1732861460,337,0,0
1732839240_G..S14R,001400_G..S14R,G,1,1732839240,1G 0014 CRS/CHU,1732862542,1732862553,684,0,0
1732839270_7..N,001450_7..N,7,0,1732839270,07 0014+ 34H/MST,1732859294,1732859309,295,0,0
1732839300_4..S13R,001500_4..S13R,4,1,1732839300,04 0015  WDL/NLT,1732862639,1732862654,521,0,0
1732839300_M..S30R,001500_M..S30R,M,1,1732839300,1M 0015 MYR/MET,1732858241,1732858250,246,0,0
1732839300_R..S27R,001500_R..S27R,R,1,1732839300,1R 0015 WHL/95S,1732859537,1732859552,273,0,0
1732839360_Q..N,001600_Q..N,Q,0,1732839360,1Q 0016 STL/962,1732861860,1732861864,108,0,0
1732839360_Q..N19R,001600_Q..N19R,Q,0,1732839360,1Q 0016 STL/962,1732862705,1732862715,578,11,0
1732839450_D..N05R,001750_D..N05R,D,0,1732839450,1D 0017+ STL/205,1732863357,1732863370,882,0,0
1732839510_L..N,001850_L..N,L,0,1732839510,0L 0018+RPY/8AV,1732859641,1732859651,434,0,0
1732839540_2..S08R,001900_2..S08R,2,1,1732839540,02 0019  241/FLA,1732863644,1732863659,588,0,0
1732839570_H..S,001950_H..S,H,1,1732839570,EH 0019+ BCH/RPK,1732858112,1732858127,115,0,0
1732839600_A..N37R,002000_A..N37R,A,0,1732839600,1A 0020 LEF/EUC,1732858637,1732858652,150,0,0
1732839600_L..S,002000_L..S,L,1,1732839600,0L 0020 8AV/RPY,1732860046,1732860056,489,0,0
1732839660_H..N,002100_H..N,H,0,1732839660,EH 0021 RPK/BCH,1732858112,1732858127,115,0,0
1732839690_F..N07R,002150_F..N07R,F,0,1732839690,1F 0021+ STL/179,1732863642,1732863656,921,0,0
1732839720_5..N32X003,002200_5..N32X003,5,0,1732839720,05 0022  180/DYR,1732858589,1732858604,245,0,0
1732839720_5..S32R,002200_5..S32R,5,1,1732839720,05 0022  DYR/180,1732858394,1732858409,232,0,0
1732839720_6..S01R,002200_6..S01R,6,1,1732839720,06 0022  PEL/BBR,1732861109,1732861124,417,0,0
1732839720_A..N09R,002200_A..N09R,A,0,1732839720,1A 0022 FAR/207,1732864794,1732864809,560,0,0
1732839720_J..N12R,002200_J..N12R,J,0,1732839720,1J 0022 BRD/P-A,1732860947,1732860951,554,0,0
1732839750_3..S42R,002250_3..S42R,3,1,1732839750,03 0022+ 148/TSQ,1732859009,1732859024,276,0,0
1732839780_F..S07R,002300_F..S07R,F,1,1732839780,1F 0023 179/STL,1732863822,1732863836,945,0,0
1732839780_M..N35R,002300_M..N35R,M,0,1732839780,1M 0023 MET/MYR,1732858536,1732858541,285,0,0
1732839840_D..S05R,002400_D..S05R,D,1,1732839840,1D 0024 205/STL,1732857911,1732857920,202,0,0
1732839840_G..N16R,002400_G..N16R,G,0,1732839840,1G 0024 CHU/CRS,1732860019,1732860033,348,0,0
1732839840_Q..S39R,002400_Q..S39R,Q,1,1732839840,1Q 0024 962/STL,1732862435,1732862445,499,0,0
1732839930_1..S03R,002550_1..S03R,1,1,1732839930,01 0025+ 242/SFT,1732861289,1732861304,429,0,0
1732839930_7..S,002550_7..S,7,1,1732839930,07 0025+ MST/34H,1732860164,1732860179,349,0,0
1732839960_R..N27R,002600_R..N27R,R,0,1732839960,1R 0026 95S/WHL,1732861439,1732861444,517,0,0
1732839990_7..N,002650_7..N,7,0,1732839990,07 0026+ 34H/MST,1732859879,1732859894,332,0,0
1732840050_D..N05R,002750_D..N05R,D,0,1732840050,1D 0027+ STL/205,1732863912,1732863926,957,0,0
1732840080_D..S05R,002800_D..S05R,D,1,1732840080,1D 0028 BPK/STL,1732863567,1732863581,708,0,0
1732840080_Q..N19R,002800_Q..N19R,Q,0,1732840080,1Q 0028 KHY/962,1732860239,1732860242,59,0,0
1732840110_E..N05R,002850_E..N05R,E,0,1732840110,1E 0028+ WTC/P-A,1732862241,1732862256,390,0,0
1732840110_J..S12R,002850_J..S12R,J,1,1732840110,1J 0028+ P-A/BRD,1732861187,1732861191,586,0,0
1732840170_A..S74R,002950_A..S74R,A,1,1732840170,1A 0029+ 207/FAR,1732864418,1732864433,535,0,0
1732840170_FS.N01R,002950_FS.N01R,FS,0,1732840170,1FS 0029+ PPK/FKN,1732861040,1732861055,310,0,0
1732840200_L..S,003000_L..S,L,1,1732840200,0L 0030 8AV/RPY,1732860286,1732860296,517,0,0
1732840200_M..S30R,003000_M..S30R,M,1,1732840200,1M 0030 MYR/MET,1732858931,1732858941,338,0,0
1732840230_L..N,003050_L..N,L,0,1732840230,0L 0030+RPY/8AV,1732860316,1732860326,519,0,0
1732840230_N..S20R,003050_N..S20R,N,1,1732840230,1N 0030+ DIT/STL,1732863720,1732863726,821,0,0
1732840260_SI..N,003100_SI..N,SI,0,1732840260,1SI 0031 TNV/STG,1732861561,1732861563,479,0,0
1732840320_H..S,003200_H..S,H,1,1732840320,EH 0032 BCH/RPK,1732859058,1732859073,178,0,0
1732840380_N..N20R,003300_N..N20R,N,0,1732840380,1N 0033 STL/DIT,1732864221,1732864230,888,0,0
1732840410_E..S04R,003350_E..S04R,E,1,1732840410,1E 0033+ P-A/WTC,1732862046,1732862061,377,0,0
1732840440_G..S14R,003400_G..S14R,G,1,1732840440,1G 0034 CRS/CHU,1732863473,1732863483,808,0,0
1732840500_4..S,003500_4..S,4,0,1732840500,<4 0035  WDL/NLT,1732865939,1732865943,210,1,0
1732840500_4..S13R,003500_4..S13R,4,1,1732840500,/4 0035  WDL/NLT,1732863464,1732863479,567,0,0
1732840500_R..S27R,003500_R..S27R,R,1,1732840500,1R 0035 WHL/95S,1732860543,1732860554,398,0,0
1732840560_SI.S03R,003600_SI.S03R,SI,1,1732840560,1SI 0036 STG/TNV,1732861561,1732861563,479,0,0
1732840620_J..N12R,003700_J..N12R,J,0,1732840620,1J 0037 BRD/P-A,1732861942,1732861952,687,0,0
1732840650_D..N05R,003750_D..N05R,D,0,1732840650,1D 0037+ STL/205,1732864662,1732864677,1044,0,0
1732840710_7..N,003850_7..N,7,0,1732840710,07 0038+ 34H/MST,1732860794,1732860809,359,0,0
1732840740_2..S08R,003900_2..S08R,2,1,1732840740,02 0039  241/FLA,1732864724,1732864739,613,0,0
1732840770_6..S01R,003950_6..S01R,6,1,1732840770,06 0039+ PEL/BBR,1732862309,1732862324,450,0,0
1732840800_7..S,004000_7..S,7,1,1732840800,07 0040 MST/34H,1732861109,1732861124,366,0,0
1732840800_A..N43R,004000_A..N43R,A,0,1732840800,1A 0040 LEF/EUC,1732860004,1732860019,241,0,0
1732840860_H..N21R,004100_H..N21R,H,0,1732840860,1H 0041 RPK/BCR,1732869659,1732869674,884,0,0
1732840890_F..N07R,004150_F..N07R,F,0,1732840890,1F 0041+ STL/179,1732865563,1732865578,1105,0,0
1732840920_5..N32X003,004200_5..N32X003,5,0,1732840920,05 0042  180/DYR,1732859759,1732859774,277,0,0
1732840920_5..S32R,004200_5..S32R,5,1,1732840920,05 0042  DYR/180,1732859609,1732859624,267,0,0
1732840920_A..N09R,004200_A..N09R,A,0,1732840920,1A 0042 FAR/207,1732865890,1732865905,633,0,0
1732840920_L..S,004200_L..S,L,1,1732840920,0L 0042 8AV/RPY,1732861096,1732861106,531,0,0
1732840950_3..S42R,004250_3..S42R,3,1,1732840950,03 0042+ 148/TSQ,1732860059,1732860074,257,0,0
1732840980_F..S07R,004300_F..S07R,F,1,1732840980,1F 0043 179/STL,1732865113,1732865128,1074,0,0
1732840980_L..N,004300_L..N,L,0,1732840980,0L 0043 RPY/8AV,1732861201,1732861211,537,0,0
1732841040_D..S05R,004400_D..S05R,D,1,1732841040,1D 0044 205/STL,1732862157,1732862172,727,0,0
1732841040_G..N16R,004400_G..N16R,G,0,1732841040,1G 0044 CHU/CRS,1732861175,1732861188,502,0,0
1732841040_M..N30R,004400_M..N30R,M,0,1732841040,1M 0044 MET/MYR,1732859921,1732859932,470,0,0
1732841100_H..S,004500_H..S,H,1,1732841100,EH 0045 BCH/RPK,1732859508,1732859523,208,0,0
1732841100_M..S30R,004500_M..S30R,M,1,1732841100,1M 0045 MYR/MET,1732859797,1732859801,453,0,0
1732841100_Q..S39R,004500_Q..S39R,Q,1,1732841100,1Q 0045 962/STL,1732863105,1732863110,739,0,0
1732841130_1..S03R,004550_1..S03R,1,1,1732841130,01 0045+ 242/SFT,1732862519,1732862534,424,0,0
1732841160_Q..N19R,004600_Q..N19R,Q,0,1732841160,1Q 0046 STL/962,1732863366,1732863375,541,0,0
1732841160_R..N27R,004600_R..N27R,R,0,1732841160,1R 0046 95S/WHL,1732861444,1732861454,518,0,0
1732841220_3..N42R,004700_3..N42R,3,0,1732841220,03 0047  TSQ/148,1732860419,1732860434,281,0,0
1732841280_7..N,004800_7..N,7,0,1732841280,07 0048 34H/MST,1732861589,1732861604,333,0,0
1732841280_D..S05R,004800_D..S05R,D,1,1732841280,1D 0048 BPK/STL,1732864753,1732864768,323,0,0
1732841310_E..N05R,004850_E..N05R,E,0,1732841310,1E 0048+ WTC/P-A,1732863442,1732863457,470,0,0
1732841310_J..S12R,004850_J..S12R,J,1,1732841310,1J 0048+ P-A/BRD,1732862568,1732862572,770,0,0
1732841370_A..S74R,004950_A..S74R,A,1,1732841370,1A 0049+ 207/FAR,1732866535,1732866550,676,0,0
1732841430_N..S20R,005050_N..S20R,N,1,1732841430,1N 0050+ DIT/STL,1732864282,1732864291,896,0,0
1732841580_N..N20R,005300_N..N20R,N,0,1732841580,1N 0053 STL/DIT,1732864861,1732864867,973,0,0
1732841610_E..S04R,005350_E..S04R,E,1,1732841610,1E 0053+ P-A/WTC,1732863487,1732863502,473,0,0
1732841640_G..S14R,005400_G..S14R,G,1,1732841640,1G 0054 CRS/CHU,1732863488,1732863498,810,0,0
