trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1732866330_Q..N36R,046550_Q..N36R,Q,0,1732866330,1Q 0745+ STL/962,1732888777,1732888787,1073,0,0
1732866360_4..N43R,046600_4..N43R,4,0,1732866360,04 0746  UTI/BUR,1732887727,1732887734,678,0,0
1732866360_GS.N04R,046600_GS.N04R,GS,0,1732866360,0S 0746  GCS/TSS,1732884434,1732884438,239,0,0
1732866360_SI.S07R,046600_SI.S07R,SS,1,1732866360,1SS 0746 STG/TNV,1732886924,1732886933,703,0,0
1732866379_7..N,046633_7..N,7,0,1732866379,=7 0746 111/MST,1732885023,1732885034,317,0,0
1732866390_1..S04R,046650_1..S04R,1,1,1732866390,01 0746+ 238/SFT,1732887824,1732887832,691,0,0
1732866390_2..N01R,046650_2..N01R,2,0,1732866390,02 0746+ FLA/241,1732890599,1732890610,1061,0,0
1732866420_6..S02R,046700_6..S02R,6X,1,1732866420,06 0747  PEL/BBR,1732887914,1732887922,703,0,0
1732866420_L..N,046700_L..N,L,0,1732866420,0L 0747 105/8AV,1732886296,1732886306,491,0,0
1732866420_N..S34R,046700_N..S34R,N,1,1732866420,1N 0747 DIT/STL,1732888727,1732888732,1055,0,0
1732866420_R..S98R,046700_R..S98R,R,1,1732866420,1R 0747 CTL/59S,1732889032,1732889042,1096,0,0
1732866450_4..S34R,046750_4..S34R,4,1,1732866450,04 0747+ WDL/UTI,1732889114,1732889122,840,0,0
1732866450_7..S,046750_7..S,7,1,1732866450,07 0747+ MST/34H,1732886797,1732886804,541,0,0
1732866450_J..S25R,046750_J..S25R,J,1,1732866450,1J 0747+ P-A/BRD,1732887354,1732887363,867,0,0
1732866450_Q..S36R,046750_Q..S36R,Q,1,1732866450,1Q 0747+ 962/STL,1732890068,1732890078,1229,0,0
1732866459_E..N66R,046766_E..N66R,E,0,1732866459,1E 0747+ WTC/P-A,1732887377,1732887392,352,0,0
1732866480_1..S03R,046800_1..S03R,1,1,1732866480,01 0748  242/SFT,1732888087,1732888094,703,0,0
1732866480_5..S04R,046800_5..S04R,5,1,1732866480,05 0748  DYR/FLA,1732890209,1732890217,986,0,0
1732866480_6..N03R,046800_6..N03R,6,0,1732866480,06 0748  BBR/177,1732887442,1732887449,617,0,0
1732866480_7..N,046800_7..N,7,0,1732866480,07 0748 34H/MST,1732886699,1732886707,528,0,0
1732866480_A..S58R,046800_A..S58R,A,1,1732866480,1A 0748 207/FAR,1732889869,1732889884,605,0,0
1732866480_B..S,046800_B..S,B,1,1732866480,1B 0748 BPK/BBC,1732889453,1732889465,533,0,0
1732866480_M..N20R,046800_M..N20R,M,0,1732866480,1M 0748 MET/CTL,1732888477,1732888492,816,0,0
1732866480_SI.S02R,046800_SI.S02R,SI,1,1732866480,1SI 0748 STG/GKS,1732886123,1732886129,580,0,0
1732866510_3..S03R,046850_3..S03R,3,1,1732866510,03 0748+ 145/NLT,1732888627,1732888634,775,0,0
1732866510_4..N06R,046850_4..N06R,4,0,1732866510,04 0748+ UTI/WDL,1732888837,1732888844,803,0,0
1732866510_G..N14R,046850_G..N14R,G,0,1732866510,1G 0748+ CHU/CRS,1732886590,1732886596,747,0,0
1732866510_L..N,046850_L..N,L,0,1732866510,0L 0748+RPY/8AV,1732886716,1732886726,535,0,0
1732866540_5..S11R,046900_5..S11R,5,1,1732866540,05 0749  238/BWG,1732888687,1732888694,766,0,0
1732866540_7..N,046900_7..N,7,0,1732866540,=7 0749 111/WPT,1732884633,1732884644,250,0,0
1732866540_B..N,046900_B..N,B,0,1732866540,1B 0749 BBC/KGB,1732890879,1732890890,1122,0,0
1732866540_H..S21R,046900_H..S21R,H,1,1732866540,1H 0749 BCR/RPK,1732885380,1732885395,296,0,0
1732866540_L..S,046900_L..S,L,1,1732866540,0L 0749 8AV/RPY,1732886611,1732886622,517,0,0
1732866570_7X..S,046950_7X..S,7X,1,1732866570,07 0749+ MST/34H,1732886872,1732886879,548,0,0
1732866570_A..N82R,046950_A..N82R,A,0,1732866570,1A 0749+ FAR/200,1732891416,1732891431,696,0,0
1732866570_D..N07R,046950_D..N07R,D,0,1732866570,1D 0749+ STL/205,1732890954,1732890965,1127,0,0
1732866570_D..S14R,046950_D..S14R,D,1,1732866570,1D 0749+ BPK/STL,1732889948,1732889960,563,0,0
1732866570_F..S68R,046950_F..S68R,F,1,1732866570,1F 0749+ 179/KHY,1732889975,1732889978,996,0,0
1732866570_GS.S04R,046950_GS.S04R,GS,1,1732866570,0S 0749+ TSS/GCS,1732884674,1732884678,248,0,0
1732866600_E..S71R,047000_E..S71R,E,1,1732866600,1E 0750 P-A/WTC,1732887272,1732887287,226,0,0
1732866600_GS.N01R,047000_GS.N01R,GS,0,1732866600,0S 0750  GCS/TSS,1732884693,1732884704,251,0,0
1732866600_Q..N36R,047000_Q..N36R,Q,0,1732866600,1Q 0750 STL/962,1732888847,1732888852,1047,0,0
1732866630_1..N12R,047050_1..N12R,1,0,1732866630,01 0750+ SFT/137,1732886699,1732886707,518,0,0
1732866630_7..N,047050_7..N,7,0,1732866630,07 0750+ 34H/WPT,1732886628,1732886639,511,0,0
1732866630_D..S14R,047050_D..S14R,D,1,1732866630,1D 0750+ 205/STL,1732890095,1732890098,1004,0,0
1732866630_R..S71R,047050_R..S71R,R,1,1732866630,1R 0750+ CTL/95S,1732889868,1732889873,1178,0,0
1732866660_6..S03R,047100_6..S03R,6,1,1732866660,06 0751  177/BBR,1732887764,1732887772,660,0,0
1732866660_E..S56R,047100_E..S56R,E,1,1732866660,1E 0751 179/WTC,1732887692,1732887707,442,0,0
1732866660_FS.N01R,047100_FS.N01R,FS,0,1732866660,1FS 0751 PPK/FKN,1732885380,1732885395,288,0,0
1732866660_SI.N02R,047100_SI.N02R,SI,0,1732866660,1SI 0751 GKS/STG,1732886408,1732886414,594,0,0
1732866690_4..S34R,047150_4..S34R,4,1,1732866690,04 0751+ WDL/UTI,1732889587,1732889594,903,0,0
1732866690_C..N04R,047150_C..N04R,C,0,1732866690,1C 0751+ EUC/168,1732889149,1732889164,537,0,0
1732866690_FS.S01R,047150_FS.S01R,FS,1,1732866690,1FS 0751+ FKN/PPK,1732885380,1732885395,286,0,0
1732866720_1..S03R,047200_1..S03R,1,1,1732866720,01 0752  242/SFT,1732888244,1732888252,724,0,0
1732866720_2..N01R,047200_2..N01R,2,0,1732866720,02 0752  FLA/241,1732890989,1732891000,1075,0,0
1732866720_2..S05R,047200_2..S05R,2,1,1732866720,02 0752  241/FLA,1732890970,1732890974,1073,0,0
1732866720_6..N01R,047200_6..N01R,6,0,1732866720,06 0752  BBR/PEL,1732888319,1732888327,734,0,0
1732866720_6..S02R,047200_6..S02R,6X,1,1732866720,06 0752  PEL/BBR,1732888237,1732888244,723,0,0
1732866720_J..N41R,047200_J..N41R,J,0,1732866720,1J 0752 BRD/P-A,1732887933,1732887939,909,0,0
1732866720_N..N33R,047200_N..N33R,N,0,1732866720,1N 0752 STL/DIT,1732889723,1732889733,1148,0,0
1732866720_N..N72R,047200_N..N72R,W,0,1732866720,1W 0752 WHL/DIT,1732887247,1732887255,818,0,0
1732866750_3..S01R,047250_3..S01R,3,1,1732866750,03 0752+ 148/NLT,1732888747,1732888754,770,0,0
1732866750_A..N54R,047250_A..N54R,A,0,1732866750,1A 0752+ LEF/207,1732890155,1732890170,600,0,0
1732866750_G..S14R,047250_G..S14R,G,1,1732866750,1G 0752+ CRS/CHU,1732887175,1732887182,802,0,0
1732866750_J..S26R,047250_J..S26R,Z,1,1732866750,1Z 0752+ P-A/BRD,1732887834,1732887843,891,0,0
1732866750_M..S20R,047250_M..S20R,M,1,1732866750,1M 0752+ CTL/MET,1732889017,1732889030,845,0,0
1732866780_7..N,047300_7..N,7,0,1732866780,07 0753 34H/MST,1732887037,1732887044,554,0,0
1732866780_L..S,047300_L..S,L,1,1732866780,0L 0753 8AV/RPY,1732886791,1732886802,509,0,0
1732866780_N..N35R,047300_N..N35R,N,0,1732866780,1N 0753 86S/DIT,1732889482,1732889492,1108,0,0
1732866780_N..S72R,047300_N..S72R,W,1,1732866780,1W 0753 DIT/WHL,1732887202,1732887210,804,0,0
1732866780_R..N93R,047300_R..N93R,R,0,1732866780,1R 0753 95S/CTL,1732890008,1732890018,1178,0,0
1732866810_5..N,047350_5..N,5,0,1732866810,05 0753+ FLA/180,1732889302,1732889309,640,0,0
1732866810_5..N71X001,047350_5..N71X001,5,0,1732866810,05 0753+ FLA/DYR,1732884498,1732884509,204,0,0
1732866810_7X..S,047350_7X..S,7X,1,1732866810,07 0753+ MST/34H,1732887119,1732887127,559,0,0
1732866810_C..S04R,047350_C..S04R,C,1,1732866810,1C 0753+ 168/EUC,1732888713,1732888728,500,0,0
1732866810_F..S69R,047350_F..S69R,F,1,1732866810,1F 0753+ 179/STL,1732890984,1732890995,1099,0,0
1732866810_GS.S01R,047350_GS.S01R,GS,1,1732866810,0S 0753+ TSS/GCS,1732884873,1732884884,254,0,0
1732866840_3..N01R,047400_3..N01R,3,0,1732866840,03 0754  NLT/148,1732888559,1732888567,745,0,0
1732866840_F..N69R,047400_F..N69R,F,0,1732866840,1F 0754 STL/179,1732890215,1732890218,1033,0,0
1732866840_GS.N04R,047400_GS.N04R,GS,0,1732866840,0S 0754  GCS/TSS,1732884903,1732884914,258,0,0
1732866870_4..N43R,047450_4..N43R,4,0,1732866870,04 0754+ UTI/BUR,1732888327,1732888334,714,0,0
1732866870_L..N,047450_L..N,L,0,1732866870,0L 0754+RPY/8AV,1732886986,1732886996,523,0,0
1732866870_Q..S36R,047450_Q..S36R,Q,1,1732866870,1Q 0754+ 962/STL,1732890053,1732890063,1169,0,0
1732866900_B..N,047500_B..N,B,0,1732866900,1B 0755 BBC/BPK,1732895699,1732895707,1716,0,0
1732866900_E..N66R,047500_E..N66R,E,0,1732866900,1E 0755 WTC/P-A,1732888278,1732888293,447,0,0
1732866930_1..N03R,047550_1..N03R,1,0,1732866930,01 0755+ SFT/242,1732888177,1732888184,694,0,0
1732866930_4..S34R,047550_4..S34R,4,1,1732866930,04 0755+ WDL/UTI,1732889759,1732889767,905,0,0
1732866930_6..N03R,047550_6..N03R,6,0,1732866930,06 0755+ BBR/177,1732888004,1732888012,671,0,0
1732866930_7..N,047550_7..N,7,0,1732866930,07 0755+ 34H/MST,1732887397,1732887404,592,0,0
1732866930_7..S,047550_7..S,7,1,1732866930,07 0755+ MST/34H,1732887269,1732887277,575,0,0
1732866930_D..N07X069,047550_D..N07X069,D,0,1732866930,1D 0755+ STL/205,1732891149,1732891160,1105,0,0
1732866930_Q..N36R,047550_Q..N36R,Q,0,1732866930,1Q 0755+ STL/962,1732889137,1732889147,1041,0,0
1732866960_1..S03R,047600_1..S03R,1,1,1732866960,01 0756  242/SFT,1732888649,1732888657,757,0,0
1732866960_6..S02R,047600_6..S02R,6X,1,1732866960,06 0756  PEL/BBR,1732888439,1732888447,729,0,0
1732866960_M..N20R,047600_M..N20R,M,0,1732866960,1M 0756 MET/CTL,1732889032,1732889045,820,0,0
1732866960_R..S71R,047600_R..S71R,R,1,1732866960,1R 0756 CTL/95S,1732890228,1732890233,1183,0,0
1732867020_5..S09R,047700_5..S09R,5,1,1732867020,05 0757  238/FLA,1732891150,1732891154,1090,0,0
1732867020_6..S03R,047700_6..S03R,6,1,1732867020,06 0757  177/BBR,1732888072,1732888079,680,0,0
1732867020_A..N65R,047700_A..N65R,A,0,1732867020,1A 0757 RPK/207,1732892167,1732892182,716,0,0
1732867020_G..N14R,047700_G..N14R,G,0,1732867020,1G 0757 CHU/CRS,1732887235,1732887242,774,0,0
1732867020_L..S,047700_L..S,L,1,1732867020,0L 0757 8AV/MYR,1732886086,1732886096,383,0,0
1732867020_N..S34R,047700_N..S34R,N,1,1732867020,1N 0757 DIT/STL,1732889452,1732889462,1072,0,0
1732867050_7X..S,047750_7X..S,7X,1,1732867050,07 0757+ MST/34H,1732887517,1732887524,599,0,0
1732867050_A..S57R,047750_A..S57R,A,1,1732867050,1A 0757+ 207/LEF,1732889314,1732889329,524,0,0
1732867050_F..S68R,047750_F..S68R,F,1,1732867050,1F 0757+ 179/KHY,1732890279,1732890290,973,0,0
1732867050_GS.N01R,047750_GS.N01R,GS,0,1732867050,0S 0757+ GCS/TSS,1732885128,1732885139,262,0,0
1732867050_GS.S04R,047750_GS.S04R,GS,1,1732867050,0S 0757+ TSS/GCS,1732885128,1732885139,262,0,0
1732867050_J..S25R,047750_J..S25R,J,1,1732867050,1J 0757+ P-A/BRD,1732888069,1732888074,882,0,0
1732867080_7..N,047800_7..N,7,0,1732867080,07 0758 34H/WPT,1732887104,1732887112,543,0,0
1732867110_2..S05R,047850_2..S05R,2,1,1732867110,02 0758+ 241/FLA,1732891424,1732891435,1101,0,0
1732867110_5..S04R,047850_5..S04R,5,1,1732867110,05 0758+ DYR/FLA,1732890640,1732890644,996,0,0
1732867110_E..S71R,047850_E..S71R,E,1,1732867110,1E 0758+ P-A/WTC,1732887977,1732887992,431,0,0
1732867110_N..N33R,047850_N..N33R,N,0,1732867110,1N 0758+ STL/DIT,1732890068,1732890078,1141,0,0
1732867140_3..S01R,047900_3..S01R,3,1,1732867140,03 0759  148/NLT,1732889279,1732889287,815,0,0
1732867140_4..N06R,047900_4..N06R,4,0,1732867140,04 0759  UTI/WDL,1732889459,1732889467,839,0,0
1732867140_6..N01R,047900_6..N01R,6,0,1732867140,06 0759  BBR/PEL,1732888837,1732888844,756,0,0
1732867140_G..S14R,047900_G..S14R,G,1,1732867140,1G 0759 CRS/CHU,1732887625,1732887632,810,0,0
1732867140_L..N,047900_L..N,L,0,1732867140,0L 0759 105/8AV,1732887091,1732887101,501,0,0
1732867200_3..N01R,048000_3..N01R,3,0,1732867200,03 0800  NLT/148,1732889219,1732889227,807,0,0
1732867200_5..N71X001,048000_5..N71X001,5,0,1732867200,05 0800  FLA/DYR,1732890704,1732890715,989,0,0
1732867200_F..N04R,048000_F..N04R,F,0,1732867200,1F 0800 CHU/179,1732889558,1732889570,858,0,0
1732867200_J..N41R,048000_J..N41R,J,0,1732867200,1J 0800 BRD/P-A,1732888569,1732888579,929,0,0
1732867200_SI.N28R,048000_SI.N28R,SS,0,1732867200,1SS 0800 TNV/STG,1732887750,1732887758,701,0,0
1732867230_1..N03R,048050_1..N03R,1,0,1732867230,01 0800+ SFT/242,1732888597,1732888604,724,0,0
1732867230_4..S34R,048050_4..S34R,4,1,1732867230,04 0800+ WDL/UTI,1732889909,1732889917,899,0,0
1732867230_7..N,048050_7..N,7,0,1732867230,07 0800+ 34H/MST,1732887614,1732887622,597,0,0
1732867230_E..N66R,048050_E..N66R,E,0,1732867230,1E 0800+ WTC/P-A,1732888248,1732888263,441,0,0
1732867230_L..N,048050_L..N,L,0,1732867230,0L 0800+RPY/8AV,1732887286,1732887296,515,0,0
1732867230_M..S20R,048050_M..S20R,M,1,1732867230,1M 0800+ CTL/MET,1732889393,1732889405,831,0,0
1732867260_6..S02R,048100_6..S02R,6X,1,1732867260,06 0801  PEL/BBR,1732888799,1732888807,751,0,0
1732867260_A..N54R,048100_A..N54R,A,0,1732867260,1A 0801 LEF/207,1732890845,1732890860,612,0,0
1732867260_B..N,048100_B..N,B,0,1732867260,1B 0801 BBC/KGB,1732894978,1732894986,1572,0,0
1732867260_B..S,048100_B..S,B,1,1732867260,1B 0801 BPK/BBC,1732890504,1732890515,976,0,0
1732867260_C..N04R,048100_C..N04R,C,0,1732867260,1C 0801 EUC/168,1732889689,1732889704,535,0,0
1732867260_FS.N01R,048100_FS.N01R,FS,0,1732867260,1FS 0801 PPK/FKN,1732885770,1732885785,274,0,0
1732867260_GS.S01R,048100_GS.S01R,GS,1,1732867260,0S 0801  TSS/GCS,1732885323,1732885334,288,0,0
1732867260_L..S,048100_L..S,L,1,1732867260,0L 0801 8AV/RPY,1732887256,1732887266,507,0,0
1732867260_N..N72R,048100_N..N72R,W,0,1732867260,1W 0801 WHL/DIT,1732887922,1732887931,836,0,0
1732867260_SI.S07R,048100_SI.S07R,SS,1,1732867260,1SS 0801 STG/TNV,1732887968,1732887976,722,0,0
1732867290_1..S04R,048150_1..S04R,1,1,1732867290,01 0801+ 238/SFT,1732888837,1732888844,756,0,0
1732867290_7X..S,048150_7X..S,7X,1,1732867290,07 0801+ MST/34H,1732887629,1732887637,579,0,0
1732867290_D..N07X069,048150_D..N07X069,D,0,1732867290,1D 0801+ STL/205,1732891555,1732891566,1109,0,0
1732867290_FS.S01R,048150_FS.S01R,FS,1,1732867290,1FS 0801+ FKN/PPK,1732885755,1732885770,271,0,0
1732867290_GS.N04R,048150_GS.N04R,GS,0,1732867290,0S 0801+ GCS/TSS,1732885368,1732885379,294,0,0
1732867290_H..N21R,048150_H..N21R,H,0,1732867290,1H 0801+ RPK/BCR,1732896086,1732896101,959,0,0
1732867290_Q..S36R,048150_Q..S36R,Q,1,1732867290,1Q 0801+ 962/STL,1732890053,1732890063,1115,0,0
1732867320_1..S03R,048200_1..S03R,1,1,1732867320,01 0802  242/SFT,1732889024,1732889032,781,0,0
1732867320_2..N01R,048200_2..N01R,2,0,1732867320,02 0802  FLA/241,1732891120,1732891124,1060,0,0
1732867320_A..N85R,048200_A..N85R,A,0,1732867320,1A 0802 FAR/168,1732891821,1732891836,673,0,0
1732867320_D..S14R,048200_D..S14R,D,1,1732867320,1D 0802 BPK/STL,1732891315,1732891326,639,0,0
1732867320_R..N93R,048200_R..N93R,R,0,1732867320,1R 0802 95S/CTL,1732890709,1732890713,1223,0,0
1732867350_2..S06R,048250_2..S06R,2,1,1732867350,02 0802+ 241/NLT,1732891889,1732891900,1123,0,0
1732867350_6..N03R,048250_6..N03R,6,0,1732867350,06 0802+ BBR/177,1732888364,1732888372,653,0,0
1732867350_E..S71R,048250_E..S71R,E,1,1732867350,1E 0802+ P-A/WTC,1732888698,1732888713,334,0,0
1732867350_J..S26R,048250_J..S26R,Z,1,1732867350,1Z 0802+ P-A/BRD,1732888404,1732888414,886,0,0
1732867350_R..S71R,048250_R..S71R,R,1,1732867350,1R 0802+ CTL/95S,1732890994,1732890998,1232,0,0
1732867380_7..N,048300_7..N,7,0,1732867380,07 0803 34H/MST,1732887704,1732887712,589,0,0
1732867380_C..S04R,048300_C..S04R,C,1,1732867380,1C 0803 168/EUC,1732889554,1732889569,518,0,0
1732867380_D..S14R,048300_D..S14R,D,1,1732867380,1D 0803 205/STL,1732885399,1732885413,483,1,0
1732867380_M..N20R,048300_M..N20R,M,0,1732867380,1M 0803 MET/CTL,1732889393,1732889405,812,0,0
1732867380_N..S72R,048300_N..S72R,W,1,1732867380,1W 0803 DIT/WHL,1732887802,1732887811,804,0,0
1732867410_3..S01R,048350_3..S01R,3,1,1732867410,03 0803+ 148/NLT,1732889849,1732889857,851,0,0
1732867410_7..S,048350_7..S,7,1,1732867410,07 0803+ MST/34H,1732887854,1732887862,594,0,0
1732867410_F..S69R,048350_F..S69R,F,1,1732867410,1F 0803+ 179/STL,1732891645,1732891656,1123,0,0
1732867440_5..N71X001,048400_5..N71X001,5,0,1732867440,05 0804  FLA/DYR,1732890850,1732890854,984,0,0
1732867449_L..S,048415_L..S,L,1,1732867449,0L 0804 MYR/MY1,1732884976,1732884986,90,0,0
1732867470_A..S58R,048450_A..S58R,A,1,1732867470,1A 0804+ 207/FAR,1732891176,1732891191,620,0,0
1732867470_E..N66R,048450_E..N66R,E,0,1732867470,1E 0804+ WTC/P-A,1732888248,1732888263,425,0,0
1732867500_4..N43R,048500_4..N43R,4,0,1732867500,04 0805  UTI/BUR,1732889024,1732889032,741,0,0
1732867500_6..S08R,048500_6..S08R,6X,1,1732867500,06 0805  PEL/BBR,1732889174,1732889182,761,0,0
1732867500_GS.N01R,048500_GS.N01R,GS,0,1732867500,0S 0805  GCS/TSS,1732885604,1732885608,285,0,0
1732867500_GS.S04R,048500_GS.S04R,GS,1,1732867500,0S 0805  TSS/GCS,1732885563,1732885574,280,0,0
1732867500_H..S21R,048500_H..S21R,H,1,1732867500,1H 0805 BCR/RPK,1732886251,1732886266,290,0,0
1732867500_L..S,048500_L..S,L,1,1732867500,0L 0805 8AV/RPY,1732887616,1732887626,523,0,0
1732867530_1..N12R,048550_1..N12R,1,0,1732867530,01 0805+ SFT/137,1732887539,1732887547,543,0,0
1732867530_4..S34R,048550_4..S34R,4,1,1732867530,04 0805+ WDL/UTI,1732890164,1732890172,893,0,0
1732867530_7..N,048550_7..N,7,0,1732867530,07 0805+ 34H/MST,1732887869,1732887877,591,0,0
1732867530_7X..S,048550_7X..S,7X,1,1732867530,07 0805+ MST/34H,1732888109,1732888117,595,0,0
1732867530_F..N69R,048550_F..N69R,F,0,1732867530,1F 0805+ STL/179,1732891480,1732891491,1069,0,0
1732867560_1..S03R,048600_1..S03R,1,1,1732867560,01 0806  242/SFT,1732889219,1732889227,767,0,0
1732867560_2..N01R,048600_2..N01R,2,0,1732867560,02 0806  FLA/241,1732891724,1732891735,1101,0,0
1732867560_5..S14R,048600_5..S14R,5,1,1732867560,05 0806  DYR/BWG,1732889354,1732889362,785,0,0
1732867560_6..N06R,048600_6..N06R,6,0,1732867560,06 0806  BBR/3AB,1732887614,1732887622,553,0,0
1732867560_G..N14R,048600_G..N14R,G,0,1732867560,1G 0806 CHU/CRS,1732887647,1732887655,757,0,0
1732867560_SI.N02R,048600_SI.N02R,SI,0,1732867560,1SI 0806 GKS/STG,1732887488,1732887495,618,0,0
1732867590_6..S03R,048650_6..S03R,6,1,1732867590,06 0806+ 177/BBR,1732888612,1732888619,686,0,0
1732867590_E..S71R,048650_E..S71R,E,1,1732867590,1E 0806+ P-A/WTC,1732888698,1732888713,335,0,0
1732867590_G..S14R,048650_G..S14R,G,1,1732867590,1G 0806+ CRS/CHU,1732888165,1732888173,822,0,0
1732867590_L..N,048650_L..N,L,0,1732867590,0L 0806+RPY/8AV,1732887631,1732887641,513,0,0
1732867590_M..S20R,048650_M..S20R,M,1,1732867590,1M 0806+ CTL/MET,1732889948,1732889960,857,0,0
1732867620_D..N07R,048700_D..N07R,D,0,1732867620,1D 0807 STL/205,1732891735,1732891746,1092,0,0
1732867620_N..S34R,048700_N..S34R,N,1,1732867620,1N 0807 DIT/STL,1732890053,1732890063,1072,0,0
1732867650_3..N01R,048750_3..N01R,3,1,1732867650,03 0807+ NLT/148,1732889962,1732889969,826,0,0
1732867650_5..S09R,048750_5..S09R,5,1,1732867650,05 0807+ 238/FLA,1732891690,1732891694,1053,0,0
1732867650_J..S25R,048750_J..S25R,J,1,1732867650,1J 0807+ P-A/BRD,1732888714,1732888719,888,0,0
1732867650_L..N,048750_L..N,L,0,1732867650,0L 0807+MYR/8AV,1732886836,1732886846,399,0,0
1732867680_7..N,048800_7..N,7,0,1732867680,07 0808 34H/MST,1732888019,1732888027,591,0,0
1732867680_J..N41R,048800_J..N41R,J,0,1732867680,1J 0808 BRD/P-A,1732889620,1732889630,1005,0,0
1732867680_L..S,048800_L..S,L,1,1732867680,0L 0808 8AV/RPY,1732887736,1732887746,515,0,0
1732867680_SI.S03R,048800_SI.S03R,SI,1,1732867680,1SI 0808 STG/TNV,1732888463,1732888471,732,0,0
1732867710_A..N54R,048850_A..N54R,A,0,1732867710,1A 0808+ LEF/207,1732892077,1732892092,664,0,0
1732867710_D..S14R,048850_D..S14R,D,1,1732867710,1D 0808+ BPK/STL,1732891300,1732891311,583,0,0
1732867710_E..N66R,048850_E..N66R,E,0,1732867710,1E 0808+ WTC/P-A,1732888578,1732888593,431,0,0
1732867710_GS.S01R,048850_GS.S01R,GS,1,1732867710,0S 0808+ TSS/GCS,1732885773,1732885784,268,0,0
1732867710_Q..S36R,048850_Q..S36R,Q,1,1732867710,1Q 0808+ 962/STL,1732890053,1732890063,1059,0,0
1732867740_B..N,048900_B..N,B,0,1732867740,1B 0809 BBC/145,1732890564,1732890575,920,0,0
1732867740_GS.N04R,048900_GS.N04R,GS,0,1732867740,0S 0809  GCS/TSS,1732885803,1732885814,272,0,0
1732867770_4..S34R,048950_4..S34R,4,1,1732867770,04 0809+ WDL/UTI,1732890404,1732890415,885,0,0
1732867770_5..N71X001,048950_5..N71X001,5,0,1732867770,05 0809+ FLA/DYR,1732891090,1732891094,976,0,0
1732867770_6..N01R,048950_6..N01R,6,0,1732867770,06 0809+ BBR/PEL,1732889504,1732889512,765,0,0
1732867770_7X..S,048950_7X..S,7X,1,1732867770,07 0809+ MST/34H,1732888192,1732888199,602,0,0
1732867770_C..N04R,048950_C..N04R,C,0,1732867770,1C 0809+ EUC/168,1732890110,1732890125,529,0,0
1732867770_F..S69R,048950_F..S69R,F,1,1732867770,1F 0809+ 179/STL,1732891990,1732892001,1105,0,0
1732867770_N..N33R,048950_N..N33R,N,0,1732867770,1N 0809+ STL/DIT,1732890428,1732890438,1101,0,0
1732867800_3..S03R,049000_3..S03R,3,1,1732867800,03 0810  145/NLT,1732889954,1732889962,825,0,0
1732867800_B..S,049000_B..S,B,1,1732867800,1B 0810 BPK/BBC,1732891315,1732891326,1012,0,0
1732867800_R..S71R,049000_R..S71R,R,1,1732867800,1R 0810 CTL/95S,1732891174,1732891178,1197,0,0
1732867830_1..N03R,049050_1..N03R,1,0,1732867830,01 0810+ SFT/242,1732889189,1732889197,723,0,0
1732867830_2..S05R,049050_2..S05R,2,1,1732867830,02 0810+ 241/FLA,1732892170,1732892174,1120,0,0
1732867830_7..N,049050_7..N,7,0,1732867830,07 0810+ 34H/MST,1732888229,1732888237,600,0,0
1732867830_A..S57R,049050_A..S57R,A,1,1732867830,1A 0810+ 207/LEF,1732890050,1732890065,521,0,0
1732867830_Q..N36R,049050_Q..N36R,Q,0,1732867830,1Q 0810+ STL/962,1732890173,1732890183,1059,0,0
1732867860_1..S03R,049100_1..S03R,1,1,1732867860,01 0811  242/SFT,1732889587,1732889594,776,0,0
1732867860_2..N01R,049100_2..N01R,2,0,1732867860,02 0811  FLA/241,1732892809,1732892815,1184,0,0
1732867860_E..S56R,049100_E..S56R,E,1,1732867860,1E 0811 179/WTC,1732888908,1732888923,443,0,0
1732867860_FS.N01R,049100_FS.N01R,FS,0,1732867860,1FS 0811 PPK/FKN,1732886866,1732886881,307,0,0
1732867860_L..N,049100_L..N,L,0,1732867860,0L 0811 105/8AV,1732887916,1732887926,508,0,0
1732867860_L..S,049100_L..S,L,1,1732867860,0L 0811 8AV/MYR,1732887001,1732887012,393,0,0
1732867890_4..N06R,049150_4..N06R,4,0,1732867890,04 0811+ UTI/WDL,1732889917,1732889924,820,0,0
1732867890_7..S,049150_7..S,7,1,1732867890,07 0811+ MST/34H,1732888342,1732888349,585,0,0
1732867890_F..N68R,049150_F..N68R,F,0,1732867890,1F 0811+ KHY/179,1732891179,1732891190,926,0,0
1732867890_FS.S01R,049150_FS.S01R,FS,1,1732867890,1FS 0811+ FKN/PPK,1732886866,1732886881,305,0,0
1732867890_M..N20R,049150_M..N20R,M,0,1732867890,1M 0811+ MET/CTL,1732890173,1732890185,847,0,0
1732867890_R..N93R,049150_R..N93R,R,0,1732867890,1R 0811+ 95S/CTL,1732891208,1732891219,1189,0,0
1732867920_3..S01R,049200_3..S01R,3,1,1732867920,03 0812  148/NLT,1732890187,1732890194,856,0,0
1732867920_6..S03R,049200_6..S03R,6,1,1732867920,06 0812  177/BBR,1732889009,1732889017,699,0,0
1732867920_N..N72R,049200_N..N72R,W,0,1732867920,1W 0812 WHL/DIT,1732888546,1732888552,831,0,0
1732867920_N..S72R,049200_N..S72R,W,1,1732867920,1W 0812 DIT/WHL,1732888462,1732888471,820,0,0
1732867950_7..S,049250_7..S,7,1,1732867950,07 0812+ WPT/34H,1732887937,1732887944,544,0,0
